submission_id,age,cups,where_drink,brew,brew_other,purchase,favorite,additions,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,education_level,employment_status,marital_status,number_children,household_income
xd0byG,25-34 years old,1,"('At the office',)",,,,Pourover,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,6,2,3,2,4,1,1,3,2,3,1,4,5,Coffee C,Coffee D,Coffee D,I primarily work in person,<$20,"('I need the ritual', 'It tastes good')",,Yes,No,$4-$6,$8-$10,No,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$75,000 - $99,999"
ZdGkZA,25-34 years old,1,"('At home', 'At the office')","('Pour over', 'French press')",,,Pourover,"('No - just black',)",,,Nutty,Medium,Medium,Full caffeine,4,2,5,4,3,2,4,4,3,5,3,3,2,Coffee C,Coffee A,Coffee C,I do a mix of both,<$20,"('It tastes good',)",,Yes,No,$4-$6,$8-$10,No,$20-$50,Yes,Male,Doctorate or professional degree,Employed full-time,Single,None,"$25,000 - $49,999"
xd0bvk,25-34 years old,1,"('At home',)","('Pour over',)",,,Espresso,"('No - just black',)",,,Juicy,Somewhat strong,Light,Full caffeine,7,2,4,4,3,2,3,3,3,2,3,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
421Yyk,25-34 years old,1,"('On the go', 'At home', 'At a cafe')","('Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,"('Local cafe', 'Specialty coffee shop')",Latte,"('No - just black',)",,,Bright,Very strong,Medium,Full caffeine,6,2,5,3,3,2,2,4,2,3,1,3,3,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good',)",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Female,Master's degree,Employed full-time,Living with a partner,None,"$75,000 - $99,999"
vN069v,25-34 years old,1,"('At a cafe',)",,,,Regular drip coffee,"('No - just black',)",,,Bright,Medium,Medium,Full caffeine,8,3,5,5,3,2,3,4,1,2,3,4,5,Coffee A,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,Yes,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Married,None,"$100,000 - $149,999"
QAx9Ol,25-34 years old,2,"('At home', 'At the office')","('Espresso', 'Instant coffee', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Regular drip coffee,"('No - just black', 'Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Oat milk', 'Flavored coffee creamer')","('Brown Sugar',)",Nutty,Medium,Medium,Full caffeine,2,2,3,3,1,1,5,2,3,2,5,2,2,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,Bachelor's degree,Employed full-time,Single,None,"$25,000 - $49,999"
zK0B5a,25-34 years old,1,"('At home',)","('Espresso', 'Other')",Clever,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,7,3,5,2,4,2,4,3,2,4,2,5,2,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"('It tastes good', 'I need the ritual', 'I need the caffeine')",,No,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Female,Bachelor's degree,Employed full-time,Single,None,"$100,000 - $149,999"
7dJ0a6,35-44 years old,1,"('At home', 'At the office')","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Juicy,Medium,Nordic,Full caffeine,8,1,4,5,3,1,2,2,1,1,1,3,3,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"('I need the ritual', 'It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Married,2,"$150,000 or more"
bl2RPe,45-54 years old,1,"('At the office', 'At home')","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)', 'Cold brew')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Half and half', 'Whole milk')",,Chocolatey,Medium,Light,Full caffeine,5,4,5,1,3,4,2,3,4,3,2,3,4,Coffee B,Coffee D,Coffee D,I do a mix of both,$60-$80,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
LdExxv,25-34 years old,2,"('At home',)","('Pour over', 'French press', 'Espresso', 'Cold brew', 'Other')","Moka Pot, Aeropress",,Pourover,"('No - just black',)",,,Fruity,Very strong,Medium,Full caffeine,6,1,4,5,2,1,2,3,1,3,1,5,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"('It tastes good',)",,Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Non-binary,Bachelor's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
xd0bKG,35-44 years old,1,"('At the office',)",,,,Latte,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,7,1,1,1,3,3,5,3,4,4,3,5,2,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
ZdGb5v,18-24 years old,1,"('At home',)","('French press', 'Pour over')",,,Pourover,"('No - just black',)",,,Caramalized,Medium,Medium,Full caffeine,4,2,4,5,3,2,4,4,1,3,3,4,3,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
aBjpNy,35-44 years old,2,"('At home',)","('Espresso',)",,,Americano,"('No - just black',)",,,Full Bodied,Medium,Medium,Full caffeine,4,3,2,2,3,2,4,4,2,5,1,4,3,Coffee C,Coffee D,Coffee C,I primarily work in person,$80-$100,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,No,$4-$6,$6-$8,No,"More than $1,000",No,Female,Master's degree,Employed full-time,Married,2,"$150,000 or more"
7dJ7L2,25-34 years old,3,"('At home', 'At the office')","('Pour over',)",,,Iced coffee,"('No - just black',)",,,Fruity,Medium,Medium,Full caffeine,8,3,3,5,2,4,4,4,5,5,4,3,3,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,More than $20,$8-$10,No,$50-$100,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
ZdGb8A,25-34 years old,3,"('At the office', 'At home')","('Pour over', 'Instant coffee', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Pourover,"('No - just black',)",,,Chocolatey,Very strong,Medium,Full caffeine,5,3,4,3,4,2,4,2,3,5,1,5,2,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"('I need the caffeine', 'It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,Master's degree,Employed full-time,Married,2,"$150,000 or more"
WAeaYN,25-34 years old,2,"('At home', 'At the office', 'On the go')","('Pour over', 'Espresso')",,"('Specialty coffee shop', 'Local cafe')",Cortado,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,7,2,4,4,4,2,2,4,1,1,1,4,4,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
421lqd,25-34 years old,3,"('At home', 'At a cafe', 'On the go')","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,"('Local cafe', 'Specialty coffee shop')",Pourover,"('No - just black',)",,,Fruity,Medium,Nordic,Full caffeine,5,2,4,5,3,3,3,5,2,1,2,5,4,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$10-$15,$15-$20,No,$300-$500,Yes,Male,Master's degree,Employed full-time,Married,1,"$50,000 - $74,999"
KMPrWM,25-34 years old,1,"('At home',)","('Pour over',)",,,Mocha,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,6,2,2,4,3,2,2,2,1,3,1,4,5,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"('It tastes good', 'I need the caffeine', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
NA42jj,35-44 years old,2,"('At home',)","('Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Cold brew', 'Other')",aeropress,,Regular drip coffee,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,7,2,4,4,3,2,2,3,2,2,1,5,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Non-binary,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
5dlaPZ,35-44 years old,1,"('At the office',)",,,,Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Bold,Somewhat strong,Dark,Full caffeine,2,2,2,3,3,2,3,2,1,5,1,4,4,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,"('I need the ritual', 'It tastes good')",,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
1rbQLl,35-44 years old,3,"('At home', 'At a cafe')","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Sweet,Somewhat strong,Nordic,Full caffeine,8,2,3,4,4,3,1,4,3,2,2,3,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"('It tastes good', 'I need the ritual')",,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,3,"$150,000 or more"
VZ9WWj,25-34 years old,2,"('At home', 'At the office', 'On the go')","('Pour over', 'Cold brew')",,"('National chain (e.g. Starbucks / Dunkin)', 'Specialty coffee shop', 'Local cafe')",Pourover,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener', 'No - just black')","('Half and half',)","('Granulated Sugar', 'Raw Sugar (Turbinado)')",Full Bodied,Somewhat strong,Medium,Full caffeine,7,1,3,4,2,1,2,3,1,5,2,4,3,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,Some college or associate's degree,Employed full-time,Living with a partner,None,"$25,000 - $49,999"
J2VE7o,35-44 years old,3,"('At home', 'At a cafe')","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,4,4,1,2,3,2,3,1,5,5,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,No,Male,Master's degree,Employed full-time,Married,None,"$100,000 - $149,999"
pL0prV,35-44 years old,Less than 1,"('At a cafe', 'At home')","('Pour over',)",,,Blended drink (e.g. Frappuccino),"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk', 'Oat milk')","('Granulated Sugar',)",Sweet,Somewhat strong,Light,Full caffeine,5,3,3,5,3,2,2,3,3,3,2,5,4,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"('It tastes good',)",,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Female,Bachelor's degree,Employed part-time,Married,3,"$150,000 or more"
8dJ4kr,25-34 years old,3,"('At home',)","('Pour over',)",,,Regular drip coffee,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dJbO5,45-54 years old,1,"('At home',)","('Pour over',)",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Nutty,Somewhat strong,Light,Full caffeine,5,2,5,2,3,3,4,4,1,5,2,4,3,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$4-$6,$8-$10,Yes,$100-$300,Yes,Female,Master's degree,Employed full-time,Single,None,
BGLWAQ,18-24 years old,Less than 1,"('At a cafe',)",,,,Pourover,"('Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Whole milk', 'Half and half')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MArpbE,45-54 years old,4,"('At home',)","('Other',)",Mocha Pot,,Espresso,"('Milk, dairy alternative, or coffee creamer',)","('Almond milk',)",,Bold,Very strong,Dark,Full caffeine,5,1,4,2,3,1,4,4,3,5,2,5,1,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
EPB7JB,35-44 years old,2,"('At home',)","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,1,5,5,4,2,4,5,1,1,3,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('I need the ritual', 'I need the caffeine', 'It tastes good')",,Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Master's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
bl2QVo,18-24 years old,2,"('At home', 'At the office')","('French press',)",,,Pourover,"('No - just black',)",,,Caramalized,Somewhat strong,Medium,Full caffeine,6,2,4,3,3,1,5,4,1,4,1,5,3,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Master's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
1rbogO,35-44 years old,2,"('At home',)","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Bright,Somewhat strong,Light,Full caffeine,5,1,1,2,2,1,2,2,2,3,2,4,4,Coffee C,Coffee D,Coffee D,I primarily work from home,$60-$80,"('It tastes good', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,No,$500-$1000,Yes,Male,Master's degree,Employed full-time,Single,None,"$150,000 or more"
ZdGrXv,25-34 years old,1,"('At the office', 'At home')","('Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Other')",Aeropress,,Pourover,"('No - just black',)",,,Floral,Medium,Light,Full caffeine,5,3,2,2,2,3,3,3,1,1,1,4,5,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,"('It tastes good',)",,Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,Master's degree,Employed full-time,Single,None,"$75,000 - $99,999"
5dlP0b,25-34 years old,3,"('At home', 'On the go', 'At a cafe')","('Pour over', 'Espresso', 'Cold brew', 'French press')",,"('Specialty coffee shop',)",Pourover,"('No - just black',)",,,Fruity,Very strong,Light,Full caffeine,7,1,2,4,3,2,2,2,3,3,2,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
yl0574,25-34 years old,2,"('At home', 'At the office')","('Pour over',)",,,Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Juicy,Somewhat strong,Light,Full caffeine,7,2,3,4,4,1,3,3,3,2,2,4,5,Coffee A,Coffee D,Coffee C,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
7dJYrL,25-34 years old,3,"('At home',)","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,9,1,5,4,3,3,2,3,3,3,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"('It tastes good', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Master's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
pL0p0B,25-34 years old,Less than 1,"('At a cafe',)",,,,Latte,"('Other',)",,,Nutty,Weak,Light,Decaf,2,1,3,4,3,3,2,4,2,3,3,5,1,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('Other',)",Hydration (I water mine down a lot),Yes,No,$10-$15,$10-$15,Yes,Less than $20,No,Male,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
NA41kO,25-34 years old,1,"('At home',)","('Espresso', 'Pour over')",,,Espresso,"('No - just black',)",,,Juicy,Somewhat strong,Light,Full caffeine,8,2,5,5,3,3,3,4,2,1,1,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$75,000 - $99,999"
RzZ9Md,35-44 years old,2,"('At home', 'At the office')","('Pour over', 'French press', 'Coffee brewing machine (e.g. Mr. Coffee)', 'Coffee extract (e.g. Cometeer)')",,,Regular drip coffee,"('No - just black', 'Sugar or sweetener')",,"('Granulated Sugar',)",Bold,Very strong,Dark,Full caffeine,6,1,4,2,4,1,3,3,2,5,2,4,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$80-$100,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Divorced,None,"$150,000 or more"
EPBVEB,25-34 years old,2,"('At home',)","('Other',)",Aeropress,,Regular drip coffee,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,6,4,2,1,4,1,2,2,3,3,1,5,4,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'It makes me go to the bathroom', 'I need the ritual', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
LdE2P1,35-44 years old,2,"('At the office',)",,,,Espresso,"('No - just black',)",,,Full Bodied,Very strong,Medium,Decaf,7,1,4,3,2,3,4,3,1,5,1,4,3,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
1rbav4,35-44 years old,2,"('At home', 'At a cafe')","('Espresso',)",,,Americano,"('No - just black',)",,,Nutty,Medium,Light,Full caffeine,8,2,3,5,4,2,2,5,1,3,1,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Female,Master's degree,Employed full-time,Married,1,"$150,000 or more"
YZoAkW,45-54 years old,2,"('At home',)","('Bean-to-cup machine',)",,,Espresso,"('No - just black',)",,,Bold,Somewhat strong,Dark,Full caffeine,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zK06rZ,25-34 years old,2,"('At home', 'On the go', 'At the office')","('Espresso', 'Other')",Aeropress,"('National chain (e.g. Starbucks / Dunkin)',)",Mocha,"('No - just black',)",,,Bright,Medium,Blonde,Full caffeine,6,3,3,5,4,2,3,4,2,2,2,4,4,Coffee A,Coffee A,Coffee A,I do a mix of both,,"('I need the ritual', 'It tastes good', 'I need the caffeine')",,Yes,No,$4-$6,$6-$8,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
qbYlJg,35-44 years old,1,"('At home', 'On the go')","('Pod/capsule machine (e.g. Keurig/Nespresso)', 'Cold brew', 'Pour over')",,"('Specialty coffee shop',)",Iced coffee,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Flavored coffee creamer',)","('Artificial Sweeteners (e.g. Splenda)',)",Bold,Very strong,Dark,Full caffeine,3,1,4,2,3,2,4,3,2,4,2,2,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,"('I need the caffeine', 'I need the ritual', 'It tastes good')",,Yes,No,$10-$15,$8-$10,No,"More than $1,000",Yes,Female,Master's degree,Unemployed,Married,None,"$100,000 - $149,999"
24b6lD,25-34 years old,3,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Pour over')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Flavored coffee creamer', 'Coffee creamer')",,Caramalized,Medium,Light,Full caffeine,3,1,4,3,3,2,4,3,1,4,2,3,2,Coffee B,Coffee A,Coffee D,I primarily work from home,$60-$80,"('I need the caffeine', 'It tastes good')",,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Female,Bachelor's degree,Unemployed,Married,2,"$75,000 - $99,999"
YZolB0,25-34 years old,Less than 1,"('At home', 'At a cafe')","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,4,2,5,4,4,2,3,3,3,2,1,5,5,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"('It tastes good',)",,Yes,Yes,$6-$8,More than $20,No,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
WAe71v,25-34 years old,1,"('At home',)","('Other',)",Aeropress,,Cortado,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,6,3,4,3,4,3,4,2,1,5,4,5,3,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
5dlAod,35-44 years old,2,"('At home',)","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Pourover,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,7,2,4,2,1,2,4,4,1,4,3,3,3,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
J2V4BR,35-44 years old,1,"('At home', 'At the office')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Pour over')",,,Cappuccino,"('No - just black',)",,,Chocolatey,Medium,Dark,Full caffeine,1,2,4,3,3,2,4,3,2,5,2,4,1,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Female,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
6d1Bx5,25-34 years old,1,"('At home',)","('Espresso', 'French press', 'Other')","Aeropress, Moka Pot",,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Fruity,Somewhat strong,Medium,Full caffeine,6,2,3,3,3,1,4,2,4,4,1,5,5,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",No,Male,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
aBjMgv,18-24 years old,1,"('At home',)","('Espresso',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Full Bodied,Medium,Medium,Full caffeine,6,2,3,3,3,2,4,2,3,5,2,5,1,Coffee B,Coffee A,Coffee C,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,No,$4-$6,$6-$8,No,$100-$300,Yes,Male,Master's degree,Employed full-time,Single,None,"$150,000 or more"
LdE2B1,35-44 years old,More than 4,"('At home', 'At the office', 'On the go')","('Coffee brewing machine (e.g. Mr. Coffee)',)",,"('National chain (e.g. Starbucks / Dunkin)',)",Americano,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Oat milk',)",,Bright,Very strong,Medium,Full caffeine,6,1,5,4,3,3,5,4,2,4,4,4,2,Coffee B,Coffee A,Coffee B,I primarily work in person,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,$20-$50,Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$25,000 - $49,999"
GroPMQ,25-34 years old,2,"('At the office', 'At home', 'At a cafe', 'On the go')","('Pour over', 'Espresso')",,"('Specialty coffee shop', 'National chain (e.g. Starbucks / Dunkin)')",Pourover,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,7,2,4,3,4,1,4,3,2,3,2,4,2,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Employed full-time,Married,None,"$150,000 or more"
8dJlOk,35-44 years old,1,"('At home',)","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Regular drip coffee,"('No - just black',)",,,Chocolatey,Somewhat light,Medium,Full caffeine,3,1,5,2,3,2,4,3,1,5,1,4,3,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Female,Some college or associate's degree,Homemaker,Married,None,"$150,000 or more"
421be5,25-34 years old,1,"('On the go',)",,,"('National chain (e.g. Starbucks / Dunkin)',)",Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener', 'Flavor syrup')","('Coffee creamer', 'Oat milk', 'Flavored coffee creamer')","('Stevia',)",Caramalized,Medium,Medium,Full caffeine,1,3,4,3,3,5,1,3,3,2,3,4,4,Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,,
yl0aKd,45-54 years old,1,"('At home',)","('Pour over', 'Other')",Moka Pot,,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Caramalized,Medium,Light,Full caffeine,5,2,3,4,4,2,2,3,3,1,2,1,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Doctorate or professional degree,Employed full-time,Married,None,"$100,000 - $149,999"
